vehicle_id,type,lat,lng,base_risk,traffic_factor,anomaly_score,driver_fatigue,speed,fuel_level,route_name,convoy_id,convoy_size,convoy_rank,convoy_spacing_nm,sea_condition,sea_congestion,route_progress
V-05214,vehicle,25.054685,55.112924,0.9491,0.7438,0.4261,0.5963,31.14,25.99,,,0,0,0.0,,0.0,0.0
V-05215,vehicle,14.789262,77.248654,0.1355,0.5052,0.1633,0.5256,76.1,29.21,,,0,0,0.0,,0.0,0.0
V-05216,vehicle,13.089021,77.629709,0.1385,0.3234,0.0618,0.5654,61.13,52.82,,,0,0,0.0,,0.0,0.0
V-05217,vehicle,25.245302,55.272121,0.7979,0.5391,0.2434,0.4696,55.83,74.04,,,0,0,0.0,,0.0,0.0
V-05218,vehicle,25.102298,55.161235,0.8421,0.7477,0.5334,0.6149,39.54,46.68,,,0,0,0.0,,0.0,0.0
V-05219,ship,20.931592,60.982063,0.2725,0.1826,0.1355,0.1346,10.24,39.57,Karnataka-Oman-Dubai,CONVOY-254,5,5,2.71,calm,0.0,0.6992
V-05220,vehicle,14.601963,75.913146,0.7704,0.6766,0.4759,0.577,55.14,50.65,,,0,0,0.0,,0.0,0.0
V-05221,ship,20.077252,62.071926,0.3319,0.1557,0.0697,0.0284,23.05,95.88,Karnataka-Oman-Dubai,CONVOY-275,5,4,2.67,calm,0.0,0.6437
V-05222,vehicle,25.155842,55.306162,0.7859,0.5709,0.1882,0.6071,37.48,75.02,,,0,0,0.0,,0.0,0.0
V-05223,vehicle,15.132493,75.330062,0.4823,0.5256,0.2546,0.5442,62.83,66.16,,,0,0,0.0,,0.0,0.0
V-05224,vehicle,25.244789,55.238259,0.8086,0.5235,0.2079,0.4794,54.88,53.47,,,0,0,0.0,,0.0,0.0
V-05225,vehicle,13.217318,74.988612,0.9563,0.8356,0.6365,0.7782,43.22,61.76,,,0,0,0.0,,0.0,0.0
V-05226,vehicle,15.429953,74.955127,0.5274,0.5511,0.3591,0.6754,50.44,55.45,,,0,0,0.0,,0.0,0.0
V-05227,vehicle,13.245782,77.600602,0.9821,0.9385,0.5463,0.793,34.62,51.52,,,0,0,0.0,,0.0,0.0
V-05228,vehicle,12.929981,77.438713,0.2401,0.4718,0.0754,0.3644,78.48,59.87,,,0,0,0.0,,0.0,0.0
V-05229,vehicle,15.41291,75.247308,0.3406,0.4954,0.2086,0.6066,47.73,70.3,,,0,0,0.0,,0.0,0.0
V-05230,vehicle,12.854844,77.696137,0.2471,0.4369,0.1176,0.4341,76.12,33.86,,,0,0,0.0,,0.0,0.0
V-05231,vehicle,12.318713,76.205509,0.0958,0.2955,0.1054,0.4118,75.08,23.12,,,0,0,0.0,,0.0,0.0
V-05232,vehicle,13.131874,76.902343,0.1031,0.468,0.2082,0.4298,59.61,75.43,,,0,0,0.0,,0.0,0.0
V-05233,ship,19.962908,62.11693,0.3242,0.2356,0.193,0.16,15.21,38.41,Karnataka-Oman-Dubai,CONVOY-283,2,1,2.58,moderate,0.0,0.6259
V-05234,vehicle,14.557466,75.87266,0.0806,0.4928,0.1133,0.5533,76.73,73.38,,,0,0,0.0,,0.0,0.0
V-05235,vehicle,14.013071,75.387905,0.9029,0.9588,0.8569,0.8356,36.75,74.47,,,0,0,0.0,,0.0,0.0
V-05236,vehicle,15.583901,74.477615,0.8396,0.8718,0.7422,0.7251,41.47,27.81,,,0,0,0.0,,0.0,0.0
V-05237,vehicle,12.305427,76.899029,0.6852,0.9927,0.5946,0.779,48.16,39.91,,,0,0,0.0,,0.0,0.0
V-05238,vehicle,14.58728,75.852756,0.5462,0.5554,0.3689,0.6946,44.03,37.7,,,0,0,0.0,,0.0,0.0
V-05239,ship,18.36853,64.264234,0.1358,0.0925,0.0517,0.1194,22.23,47.38,Karnataka-Oman-Dubai,CONVOY-267,5,2,2.57,calm,0.0,0.5022
V-05240,vehicle,15.16155,76.832688,0.5344,0.6209,0.2723,0.6148,61.37,79.89,,,0,0,0.0,,0.0,0.0
V-05241,vehicle,15.369442,76.350232,0.1533,0.3106,0.1523,0.4941,67.19,41.46,,,0,0,0.0,,0.0,0.0
V-05242,vehicle,15.619876,74.437984,0.1409,0.5216,0.1105,0.367,61.76,23.28,,,0,0,0.0,,0.0,0.0
V-05243,vehicle,25.2492,55.289638,0.8196,0.4337,0.302,0.5635,41.57,36.66,,,0,0,0.0,,0.0,0.0
V-05244,ship,19.502741,63.240116,0.7924,0.4475,0.4162,0.1526,24.21,40.49,Karnataka-MidSea-Dubai,CONVOY-104,5,4,3.27,moderate,0.0,0.5604
V-05245,vehicle,13.867642,75.643285,0.465,0.6559,0.2482,0.6725,56.25,75.46,,,0,0,0.0,,0.0,0.0
V-05246,vehicle,13.989621,75.815188,0.8711,0.858,0.5706,0.6947,49.94,88.71,,,0,0,0.0,,0.0,0.0
V-05247,vehicle,15.423476,75.417828,0.821,0.8661,0.8474,0.8404,36.77,25.6,,,0,0,0.0,,0.0,0.0
V-05248,vehicle,25.305967,55.313659,0.3702,0.494,0.1538,0.3457,60.69,39.37,,,0,0,0.0,,0.0,0.0
V-05249,vehicle,14.833411,76.475339,0.7475,0.9329,0.9478,0.84,37.53,34.82,,,0,0,0.0,,0.0,0.0
V-05250,vehicle,13.805724,74.828607,0.0801,0.4714,0.0769,0.7867,53.06,27.56,,,0,0,0.0,,0.0,0.0
V-05251,vehicle,25.252722,55.20906,0.4633,0.2412,0.0521,0.3511,61.88,73.17,,,0,0,0.0,,0.0,0.0
V-05252,vehicle,15.797732,74.294277,0.9088,0.9207,0.6508,0.7788,42.84,73.71,,,0,0,0.0,,0.0,0.0
V-05253,vehicle,25.089171,55.156166,0.3194,0.4349,0.1212,0.5038,54.36,41.11,,,0,0,0.0,,0.0,0.0
V-05254,vehicle,13.9756,75.515625,0.4066,0.5781,0.1739,0.64,46.94,48.46,,,0,0,0.0,,0.0,0.0
V-05255,vehicle,25.087024,55.189812,0.7462,0.5982,0.2441,0.4662,47.47,55.38,,,0,0,0.0,,0.0,0.0
V-05256,vehicle,25.216738,55.25011,0.1981,0.1517,0.0453,0.3155,76.29,68.34,,,0,0,0.0,,0.0,0.0
V-05257,vehicle,25.18378,55.288692,0.3914,0.4015,0.1205,0.5142,56.79,45.39,,,0,0,0.0,,0.0,0.0
V-05258,vehicle,12.777063,77.193457,0.9744,0.8251,0.6617,0.7368,43.17,92.03,,,0,0,0.0,,0.0,0.0
V-05259,vehicle,25.209662,55.321034,0.9458,0.7723,0.4533,0.5005,42.58,45.85,,,0,0,0.0,,0.0,0.0
V-05260,vehicle,13.836635,75.712115,0.6802,0.7595,0.5112,0.667,34.13,85.83,,,0,0,0.0,,0.0,0.0
V-05261,vehicle,25.253339,55.308065,0.9828,0.7696,0.5201,0.5526,48.87,69.39,,,0,0,0.0,,0.0,0.0
V-05262,ship,21.330754,58.923245,0.9729,0.6189,0.5071,0.2261,10.23,65.11,Karnataka-SouthernCurve-Dubai,CONVOY-063,5,4,3.18,moderate,0.0,0.8375
V-05263,vehicle,25.157225,55.212614,0.3179,0.2274,0.0606,0.3633,52.14,79.51,,,0,0,0.0,,0.0,0.0
V-05264,vehicle,25.2093,55.260482,0.3463,0.2435,0.0209,0.3589,64.74,85.23,,,0,0,0.0,,0.0,0.0
V-05265,vehicle,25.093513,55.124341,0.2824,0.1356,0.0454,0.4055,59.8,25.18,,,0,0,0.0,,0.0,0.0
V-05266,vehicle,25.145356,55.269416,0.2904,0.1477,0.0345,0.4438,56.91,33.14,,,0,0,0.0,,0.0,0.0
V-05267,vehicle,15.644586,74.963222,0.6834,0.6473,0.6631,0.6832,52.6,72.7,,,0,0,0.0,,0.0,0.0
V-05268,vehicle,13.345868,75.062177,0.731,0.7159,0.4732,0.8843,41.1,74.71,,,0,0,0.0,,0.0,0.0
V-05269,vehicle,13.252604,78.123722,0.5545,0.6304,0.2408,0.6197,61.03,66.91,,,0,0,0.0,,0.0,0.0
V-05270,vehicle,25.074089,55.154636,0.802,0.5179,0.2305,0.4168,45.34,49.0,,,0,0,0.0,,0.0,0.0
V-05271,vehicle,15.705407,74.417104,0.7782,0.9109,0.5896,1.0,42.76,52.28,,,0,0,0.0,,0.0,0.0
V-05272,vehicle,15.275343,75.111379,0.7395,0.7158,0.5666,0.7868,34.52,22.78,,,0,0,0.0,,0.0,0.0
V-05273,vehicle,15.613764,74.886485,0.4545,0.6999,0.1977,0.5667,67.47,76.56,,,0,0,0.0,,0.0,0.0
V-05274,vehicle,25.234018,55.294492,0.4669,0.3609,0.1436,0.4285,56.22,53.57,,,0,0,0.0,,0.0,0.0
V-05275,vehicle,14.794743,75.29387,0.2468,0.4129,0.1815,0.5688,74.56,72.48,,,0,0,0.0,,0.0,0.0
V-05276,vehicle,15.011921,76.615278,0.1847,0.3288,0.2128,0.2952,76.14,27.04,,,0,0,0.0,,0.0,0.0
V-05277,vehicle,13.684528,75.769795,0.0982,0.4352,0.1613,0.6202,63.07,36.17,,,0,0,0.0,,0.0,0.0
V-05278,vehicle,25.087559,55.175991,0.4792,0.3903,0.1425,0.389,61.54,83.67,,,0,0,0.0,,0.0,0.0
V-05279,vehicle,25.137822,55.174808,0.1379,0.1901,0.0896,0.5567,56.04,40.27,,,0,0,0.0,,0.0,0.0
V-05280,vehicle,25.192292,55.272398,0.2985,0.2932,0.0197,0.3705,56.46,88.51,,,0,0,0.0,,0.0,0.0
V-05281,vehicle,12.441432,76.504491,0.2146,0.3491,0.1886,0.4939,73.0,78.67,,,0,0,0.0,,0.0,0.0
V-05282,vehicle,13.225723,77.924151,0.607,0.4847,0.1956,0.5301,43.1,51.3,,,0,0,0.0,,0.0,0.0
V-05283,vehicle,25.080767,55.111233,0.3007,0.4643,0.0546,0.4344,62.43,89.61,,,0,0,0.0,,0.0,0.0
V-05284,vehicle,25.076007,55.129828,0.9609,0.6841,0.3343,0.4755,51.78,55.96,,,0,0,0.0,,0.0,0.0
V-05285,vehicle,13.817518,76.86612,0.2545,0.3984,0.2126,0.5386,76.76,56.07,,,0,0,0.0,,0.0,0.0
V-05286,vehicle,25.183841,55.27348,0.5777,0.3336,0.105,0.4094,55.12,56.84,,,0,0,0.0,,0.0,0.0
V-05287,vehicle,13.255612,76.158343,0.701,0.8532,0.5304,0.6498,48.11,84.65,,,0,0,0.0,,0.0,0.0
V-05288,vehicle,12.424243,76.943181,0.7676,0.6614,0.4382,0.6684,42.47,47.47,,,0,0,0.0,,0.0,0.0
V-05289,vehicle,14.139023,76.086072,0.2129,0.3075,0.1179,0.5241,62.71,42.66,,,0,0,0.0,,0.0,0.0
V-05290,vehicle,15.55999,74.540097,0.8064,0.8088,0.6316,0.6558,37.68,43.34,,,0,0,0.0,,0.0,0.0
V-05291,vehicle,25.156254,55.264044,0.2468,0.193,0.0139,0.2843,64.51,87.07,,,0,0,0.0,,0.0,0.0
V-05292,vehicle,25.085817,55.365648,0.3479,0.2003,0.0923,0.2215,78.36,84.66,,,0,0,0.0,,0.0,0.0
V-05293,vehicle,14.673056,75.912048,0.5395,0.568,0.2957,0.7136,40.35,87.29,,,0,0,0.0,,0.0,0.0
V-05294,vehicle,25.192739,55.191393,0.9771,0.7151,0.3182,0.5868,51.46,43.93,,,0,0,0.0,,0.0,0.0
V-05295,vehicle,14.862912,75.202827,0.8209,0.8379,0.5599,0.713,46.16,55.72,,,0,0,0.0,,0.0,0.0
V-05296,vehicle,14.918007,75.628212,0.5162,0.5311,0.3519,0.6955,42.92,64.94,,,0,0,0.0,,0.0,0.0
V-05297,vehicle,14.486151,76.042149,0.2237,0.4744,0.1926,0.5897,66.98,45.21,,,0,0,0.0,,0.0,0.0
V-05298,vehicle,13.185937,75.016743,0.522,0.7429,0.3062,0.6753,51.52,51.12,,,0,0,0.0,,0.0,0.0
V-05299,vehicle,15.138538,76.4501,0.4013,0.6831,0.2634,0.739,60.01,76.69,,,0,0,0.0,,0.0,0.0
V-05300,vehicle,13.52357,75.434908,0.5871,0.4848,0.3044,0.7115,46.94,89.31,,,0,0,0.0,,0.0,0.0
V-05301,vehicle,15.816021,74.638627,0.1898,0.4263,0.1318,0.5667,73.75,20.71,,,0,0,0.0,,0.0,0.0
V-05302,vehicle,25.105359,55.106957,0.1191,0.2166,0.0882,0.3354,65.42,65.63,,,0,0,0.0,,0.0,0.0
V-05303,vehicle,25.146885,55.163291,0.4734,0.3646,0.1409,0.4339,49.16,44.74,,,0,0,0.0,,0.0,0.0
V-05304,vehicle,12.863442,74.931374,0.8233,0.8671,0.8226,0.809,42.26,43.43,,,0,0,0.0,,0.0,0.0
V-05305,vehicle,16.270268,74.717375,0.1308,0.5488,0.1646,0.464,63.84,66.26,,,0,0,0.0,,0.0,0.0
V-05306,vehicle,15.633291,75.351926,0.342,0.7246,0.2628,0.7271,60.68,49.75,,,0,0,0.0,,0.0,0.0
V-05307,vehicle,25.185344,55.292203,0.9192,0.7765,0.496,0.6104,42.46,62.32,,,0,0,0.0,,0.0,0.0
V-05308,vehicle,25.070987,55.1,0.1076,0.1714,0.0234,0.3174,78.31,47.17,,,0,0,0.0,,0.0,0.0
V-05309,vehicle,25.205577,55.316326,0.59,0.4182,0.1444,0.49,67.45,42.61,,,0,0,0.0,,0.0,0.0
V-05310,vehicle,13.910641,76.674868,0.0899,0.5338,0.1812,0.7753,64.25,96.3,,,0,0,0.0,,0.0,0.0
V-05311,vehicle,15.537535,75.219658,0.7979,0.9597,0.9542,0.709,43.19,80.11,,,0,0,0.0,,0.0,0.0
V-05312,vehicle,13.809984,75.360675,0.3724,0.542,0.3268,0.6375,43.93,37.67,,,0,0,0.0,,0.0,0.0
V-05313,vehicle,25.11406,55.178027,0.1733,0.1369,0.0941,0.4029,59.22,86.34,,,0,0,0.0,,0.0,0.0
V-05314,vehicle,14.418981,75.613774,0.9585,0.8165,0.6576,0.7237,43.63,59.12,,,0,0,0.0,,0.0,0.0
V-05315,vehicle,12.570851,77.141579,0.2831,0.5585,0.2972,0.9488,44.24,73.71,,,0,0,0.0,,0.0,0.0
V-05316,vehicle,13.25202,75.066167,0.3737,0.5619,0.3358,0.8103,50.28,86.36,,,0,0,0.0,,0.0,0.0
V-05317,vehicle,25.189893,55.30621,0.2461,0.2428,0.0987,0.2862,73.07,67.78,,,0,0,0.0,,0.0,0.0
V-05318,vehicle,25.224309,55.331478,0.4786,0.343,0.0524,0.4306,50.53,39.21,,,0,0,0.0,,0.0,0.0
V-05319,vehicle,16.006017,74.581191,0.186,0.4594,0.1745,0.5322,71.76,63.55,,,0,0,0.0,,0.0,0.0
V-05320,vehicle,25.130728,55.20436,0.9715,0.5637,0.5004,0.5603,36.4,83.3,,,0,0,0.0,,0.0,0.0
V-05321,vehicle,12.932943,75.122928,0.5054,0.6443,0.3559,0.5683,58.19,90.36,,,0,0,0.0,,0.0,0.0
V-05322,vehicle,25.151102,55.395322,0.8599,0.7563,0.502,0.5084,49.46,37.91,,,0,0,0.0,,0.0,0.0
V-05323,vehicle,15.707955,74.802769,0.5668,0.6208,0.275,0.6732,41.98,41.14,,,0,0,0.0,,0.0,0.0
V-05324,vehicle,25.057206,55.145462,0.4655,0.3488,0.0844,0.4207,60.61,20.07,,,0,0,0.0,,0.0,0.0
V-05325,vehicle,25.200614,55.256428,0.9313,0.6075,0.522,0.4479,38.65,71.39,,,0,0,0.0,,0.0,0.0
V-05326,vehicle,13.218072,77.390687,0.1221,0.4582,0.1091,0.6469,51.54,50.18,,,0,0,0.0,,0.0,0.0
V-05327,vehicle,14.053143,75.46378,0.3394,0.6206,0.3733,0.6578,48.46,86.2,,,0,0,0.0,,0.0,0.0
V-05328,vehicle,25.096069,55.296063,0.2024,0.2007,0.03,0.3698,63.49,35.92,,,0,0,0.0,,0.0,0.0
V-05329,vehicle,12.743561,74.785702,0.5681,0.8987,0.686,0.8264,40.09,60.62,,,0,0,0.0,,0.0,0.0
V-05330,vehicle,25.266588,55.277518,0.8197,0.5286,0.1872,0.436,55.51,54.27,,,0,0,0.0,,0.0,0.0
V-05331,vehicle,12.623139,77.443939,0.2583,0.3465,0.1859,0.5707,63.39,55.85,,,0,0,0.0,,0.0,0.0
V-05332,vehicle,13.130771,76.267177,0.2584,0.3542,0.1256,0.5585,59.69,75.07,,,0,0,0.0,,0.0,0.0
V-05333,vehicle,13.456645,76.156719,0.2545,0.4701,0.1362,0.5948,71.38,74.41,,,0,0,0.0,,0.0,0.0
V-05334,vehicle,12.884686,75.007615,0.5619,0.5701,0.1848,0.92,40.01,23.39,,,0,0,0.0,,0.0,0.0
V-05335,vehicle,12.68875,74.821005,0.746,0.8121,0.8239,0.778,45.59,51.81,,,0,0,0.0,,0.0,0.0
V-05336,vehicle,25.145179,55.200509,0.7398,0.6451,0.2998,0.3715,41.3,30.61,,,0,0,0.0,,0.0,0.0
V-05337,vehicle,12.669855,74.998462,0.1135,0.3114,0.0883,0.487,73.62,85.65,,,0,0,0.0,,0.0,0.0
V-05338,vehicle,25.219175,55.295568,0.2727,0.135,0.0575,0.3865,58.69,59.51,,,0,0,0.0,,0.0,0.0
V-05339,vehicle,25.237949,55.240524,0.4006,0.3486,0.1262,0.4139,45.6,64.57,,,0,0,0.0,,0.0,0.0
V-05340,vehicle,25.15628,55.271294,0.986,0.6098,0.5719,0.4749,33.11,64.16,,,0,0,0.0,,0.0,0.0
V-05341,vehicle,12.387171,76.352842,0.1772,0.5503,0.1942,0.6273,53.69,37.72,,,0,0,0.0,,0.0,0.0
V-05342,vehicle,25.098048,55.273765,0.5347,0.4887,0.052,0.4766,44.58,40.72,,,0,0,0.0,,0.0,0.0
V-05343,vehicle,25.126143,55.205804,0.1232,0.1836,0.0281,0.3964,66.91,24.83,,,0,0,0.0,,0.0,0.0
V-05344,ship,16.15992,67.313307,0.4946,0.1649,0.2138,0.0936,22.23,84.53,Karnataka-Oman-Dubai,CONVOY-182,5,3,3.22,calm,0.0,0.3233
V-05345,vehicle,14.430288,76.01636,0.7667,0.7364,0.503,0.7285,50.1,21.15,,,0,0,0.0,,0.0,0.0
V-05346,vehicle,25.131681,55.173644,0.0859,0.2798,0.0484,0.3855,78.26,84.95,,,0,0,0.0,,0.0,0.0
V-05347,ship,20.388675,61.445902,0.1712,0.2037,0.1256,0.2017,22.67,72.34,Karnataka-Oman-Dubai,CONVOY-279,5,1,2.96,calm,0.0,0.6637
V-05348,ship,20.356275,61.675965,0.6087,0.2107,0.2544,0.0972,22.14,54.59,Karnataka-Oman-Dubai,CONVOY-143,3,2,1.27,moderate,0.0,0.657
V-05349,vehicle,25.05,55.100268,0.6027,0.3871,0.1045,0.4588,59.99,96.66,,,0,0,0.0,,0.0,0.0
V-05350,vehicle,13.820169,77.405316,0.395,0.6975,0.1614,0.6721,66.89,80.27,,,0,0,0.0,,0.0,0.0
V-05351,ship,19.356753,62.808574,0.9834,0.5884,0.5434,0.1566,16.47,46.79,Karnataka-Oman-Dubai,CONVOY-062,3,1,2.57,moderate,0.0,0.5934
V-05352,vehicle,15.739481,74.784475,0.0933,0.3618,0.0795,0.3462,76.29,66.31,,,0,0,0.0,,0.0,0.0
V-05353,vehicle,12.486556,76.180919,0.4404,0.6174,0.2673,0.5136,63.86,30.44,,,0,0,0.0,,0.0,0.0
V-05354,vehicle,25.093909,55.160291,0.1855,0.2337,0.02,0.3985,64.48,93.14,,,0,0,0.0,,0.0,0.0
V-05355,vehicle,25.075492,55.1657,0.7953,0.5397,0.2369,0.6307,46.12,76.02,,,0,0,0.0,,0.0,0.0
V-05356,vehicle,14.691547,76.843899,0.1201,0.5667,0.1054,0.417,76.08,48.2,,,0,0,0.0,,0.0,0.0
V-05357,vehicle,13.082283,77.928602,0.5227,0.7417,0.312,0.5731,67.03,84.14,,,0,0,0.0,,0.0,0.0
V-05358,vehicle,25.147273,55.185345,0.9887,0.6551,0.315,0.4979,34.82,67.57,,,0,0,0.0,,0.0,0.0
V-05359,vehicle,15.441993,75.190324,0.6486,0.8068,0.612,0.6495,51.15,35.81,,,0,0,0.0,,0.0,0.0
V-05360,vehicle,15.081373,76.639913,0.4768,0.4747,0.3934,0.7807,40.06,43.83,,,0,0,0.0,,0.0,0.0
V-05361,vehicle,13.039265,75.019543,0.1679,0.5672,0.1795,0.4771,67.0,46.92,,,0,0,0.0,,0.0,0.0
V-05362,vehicle,25.291035,55.289234,0.1786,0.3211,0.0943,0.3387,68.69,71.65,,,0,0,0.0,,0.0,0.0
V-05363,vehicle,12.376152,76.409555,0.7756,0.9045,0.7075,0.9003,35.45,38.22,,,0,0,0.0,,0.0,0.0
V-05364,vehicle,25.164417,55.326519,0.4688,0.2658,0.1741,0.5349,48.02,97.47,,,0,0,0.0,,0.0,0.0
V-05365,vehicle,25.156772,55.326162,0.4907,0.3523,0.1082,0.4766,54.18,54.85,,,0,0,0.0,,0.0,0.0
V-05366,vehicle,25.105374,55.164395,0.2741,0.1948,0.0713,0.3361,64.78,35.26,,,0,0,0.0,,0.0,0.0
V-05367,vehicle,12.441682,76.722055,0.7265,0.735,0.4568,0.7219,51.09,31.47,,,0,0,0.0,,0.0,0.0
V-05368,vehicle,15.175477,76.132322,0.5984,0.5477,0.3444,0.4919,63.93,23.94,,,0,0,0.0,,0.0,0.0
V-05369,vehicle,13.014658,77.542921,0.9118,0.8991,0.7977,0.6491,44.79,23.23,,,0,0,0.0,,0.0,0.0
V-05370,vehicle,25.05,55.162292,0.3262,0.2854,0.0379,0.3796,54.2,74.32,,,0,0,0.0,,0.0,0.0
V-05371,vehicle,14.442891,75.072098,0.8704,0.8587,0.9175,0.7825,44.61,66.96,,,0,0,0.0,,0.0,0.0
V-05372,vehicle,25.120923,55.146033,0.7879,0.6576,0.1338,0.474,46.13,36.64,,,0,0,0.0,,0.0,0.0
V-05373,vehicle,25.162041,55.215394,0.7711,0.6316,0.1793,0.4036,57.31,98.46,,,0,0,0.0,,0.0,0.0
V-05374,vehicle,25.072484,55.130905,0.7918,0.6489,0.1368,0.4756,54.34,97.7,,,0,0,0.0,,0.0,0.0
V-05375,vehicle,14.181365,76.300795,0.6675,0.7938,0.3894,0.6944,55.48,31.45,,,0,0,0.0,,0.0,0.0
V-05376,vehicle,14.115238,75.58737,0.1941,0.4142,0.192,0.7608,58.01,68.04,,,0,0,0.0,,0.0,0.0
V-05377,ship,18.192438,65.049441,0.9898,0.5471,0.4552,0.189,18.29,99.01,Karnataka-MidSea-Dubai,CONVOY-042,2,2,1.61,calm,0.0,0.4393
V-05378,vehicle,14.617075,75.720141,0.1327,0.4321,0.0917,0.5237,74.42,70.81,,,0,0,0.0,,0.0,0.0
V-05379,vehicle,25.07247,55.165993,0.8047,0.5594,0.1837,0.5658,37.38,45.61,,,0,0,0.0,,0.0,0.0
V-05380,vehicle,15.181929,75.537586,0.3526,0.7119,0.2797,0.5794,50.45,68.54,,,0,0,0.0,,0.0,0.0
V-05381,vehicle,25.234961,55.293305,0.1666,0.2578,0.0855,0.3415,77.02,31.32,,,0,0,0.0,,0.0,0.0
V-05382,vehicle,14.725603,76.008796,0.1694,0.4396,0.2177,0.3674,68.35,80.6,,,0,0,0.0,,0.0,0.0
V-05383,vehicle,13.002032,74.777567,0.9025,0.8326,0.7189,0.7663,43.93,46.34,,,0,0,0.0,,0.0,0.0
V-05384,vehicle,15.573297,75.313122,0.6846,0.8586,0.9915,0.6625,37.79,24.39,,,0,0,0.0,,0.0,0.0
V-05385,vehicle,12.555849,77.669267,0.196,0.4041,0.1283,0.502,63.51,91.78,,,0,0,0.0,,0.0,0.0
V-05386,vehicle,13.085672,77.394945,0.3204,0.6485,0.2461,0.638,48.61,49.96,,,0,0,0.0,,0.0,0.0
V-05387,vehicle,25.172137,55.284006,0.4103,0.3533,0.0897,0.4142,59.13,57.48,,,0,0,0.0,,0.0,0.0
V-05388,vehicle,14.618837,76.49245,0.4793,0.568,0.3728,0.6452,54.01,77.29,,,0,0,0.0,,0.0,0.0
V-05389,vehicle,13.136039,74.978398,0.1117,0.49,0.1386,0.502,79.25,57.87,,,0,0,0.0,,0.0,0.0
V-05390,vehicle,13.780487,75.680286,0.8966,0.8678,0.9902,0.7291,41.7,27.29,,,0,0,0.0,,0.0,0.0
V-05391,vehicle,15.206748,75.534966,0.4605,0.6005,0.1729,0.7354,45.89,88.56,,,0,0,0.0,,0.0,0.0
V-05392,vehicle,15.237897,75.228649,0.0996,0.5054,0.0662,0.5504,78.61,43.49,,,0,0,0.0,,0.0,0.0
V-05393,vehicle,14.463454,75.600639,0.7683,0.9119,0.7604,1.0,34.61,48.15,,,0,0,0.0,,0.0,0.0
V-05394,vehicle,13.434176,75.91049,0.6166,0.886,0.6326,0.6772,36.53,70.43,,,0,0,0.0,,0.0,0.0
V-05395,vehicle,25.23791,55.311333,0.4052,0.2984,0.0939,0.4183,55.2,64.18,,,0,0,0.0,,0.0,0.0
V-05396,vehicle,12.873399,78.29854,0.5859,0.8282,0.385,0.685,44.59,55.19,,,0,0,0.0,,0.0,0.0
V-05397,vehicle,12.588792,76.683664,0.5495,0.5921,0.1856,0.7669,46.22,31.14,,,0,0,0.0,,0.0,0.0
V-05398,vehicle,14.795955,76.441633,0.5069,0.7099,0.3013,0.6349,44.83,71.99,,,0,0,0.0,,0.0,0.0
V-05399,ship,18.491815,64.690926,0.9879,0.5501,0.4598,0.1539,18.48,97.98,Karnataka-MidSea-Dubai,CONVOY-010,4,4,2.54,calm,0.0,0.4623
V-05400,vehicle,25.13293,55.187714,0.2621,0.3217,0.0874,0.4229,69.93,46.32,,,0,0,0.0,,0.0,0.0
V-05401,vehicle,15.858155,74.614616,0.3635,0.5307,0.3177,0.6107,64.83,49.11,,,0,0,0.0,,0.0,0.0
V-05402,vehicle,13.78492,75.755303,0.8303,0.9504,0.6567,0.8849,30.51,95.09,,,0,0,0.0,,0.0,0.0
V-05403,vehicle,15.016558,76.729686,0.7429,0.6978,0.6622,0.7788,55.69,93.41,,,0,0,0.0,,0.0,0.0
V-05404,ship,16.333614,67.120041,0.9863,0.5161,0.5845,0.193,13.24,95.96,Karnataka-Oman-Dubai,CONVOY-019,5,3,1.25,rough,0.0,0.3383
V-05405,vehicle,14.167481,76.714769,0.5675,0.8836,0.4241,0.7516,54.94,84.84,,,0,0,0.0,,0.0,0.0
V-05406,vehicle,14.282259,75.775476,0.2482,0.4375,0.2112,0.5298,74.68,71.82,,,0,0,0.0,,0.0,0.0
V-05407,vehicle,25.077105,55.126674,0.4867,0.393,0.1281,0.5554,52.15,20.66,,,0,0,0.0,,0.0,0.0
V-05408,vehicle,25.200004,55.26403,0.2491,0.269,0.0989,0.3054,64.05,78.03,,,0,0,0.0,,0.0,0.0
V-05409,vehicle,25.058626,55.1338,0.2531,0.2046,0.0337,0.529,56.59,21.53,,,0,0,0.0,,0.0,0.0
V-05410,vehicle,12.930955,77.194505,0.4476,0.7411,0.3811,0.6369,48.16,61.18,,,0,0,0.0,,0.0,0.0
V-05411,vehicle,25.131732,55.290573,0.7862,0.6008,0.1701,0.5867,37.63,84.82,,,0,0,0.0,,0.0,0.0
V-05412,vehicle,12.727487,74.974473,0.7893,0.9029,0.9403,0.7635,44.52,81.63,,,0,0,0.0,,0.0,0.0
V-05413,vehicle,15.180888,77.439421,0.4206,0.4944,0.2976,0.6472,41.93,98.45,,,0,0,0.0,,0.0,0.0
V-05414,vehicle,15.78869,74.446141,0.2497,0.4082,0.0934,0.5729,63.95,74.35,,,0,0,0.0,,0.0,0.0
V-05415,vehicle,13.912098,74.953728,0.4388,0.5184,0.2237,0.7377,49.91,62.51,,,0,0,0.0,,0.0,0.0
V-05416,vehicle,25.176713,55.409017,0.148,0.3137,0.0145,0.4401,69.06,43.86,,,0,0,0.0,,0.0,0.0
V-05417,vehicle,15.631653,75.269619,0.6128,0.7491,0.1648,0.7998,47.28,89.16,,,0,0,0.0,,0.0,0.0
